dice_id,face,adjacent_1,adjacent_2,adjacent_3,opposite,face_pair
39,19,3,9,1,2,2:19
39,20,2,14,8,1,1:20
40,1,7,19,13,20,1:20
40,2,12,18,20,19,2:19
40,3,17,16,19,18,3:18
40,4,18,11,14,17,4:17
40,5,18,15,13,16,5:16
40,6,9,16,14,15,6:15
40,7,15,17,1,14,7:14
40,8,10,20,16,13,8:13
40,9,6,11,19,12,9:12
40,10,17,12,8,11,10:11
40,11,9,4,13,10,10:11
40,12,10,15,2,9,9:12
40,13,11,5,1,8,8:13
40,14,4,6,20,7,7:14
40,15,5,12,7,6,6:15
40,16,6,3,8,5,5:16
40,17,10,3,7,4,4:17
40,18,5,4,2,3,3:18
40,19,3,9,1,2,2:19
40,20,2,14,8,1,1:20
41,1,7,19,13,20,1:20
41,2,13,18,20,19,2:19
41,3,17,16,19,18,3:18
41,4,18,11,14,17,4:17
41,5,18,15,13,16,5:16
41,6,9,16,14,15,6:15
41,7,15,17,1,14,7:14
41,8,16,10,20,13,8:13
41,9,6,11,19,12,9:12
41,10,17,12,8,11,10:11
41,11,9,4,13,10,10:11
41,12,10,15,2,9,9:12
41,13,11,5,1,8,8:13
41,14,4,6,20,7,7:14
41,15,5,12,7,6,6:15
41,16,6,3,8,5,5:16
41,17,10,3,7,4,4:17
41,18,5,4,2,3,3:18
41,19,3,9,1,2,2:19
41,20,2,14,8,1,1:20
42,1,7,19,13,20,1:20
42,2,12,18,20,19,2:19
42,3,17,16,19,18,3:18
42,4,18,11,14,17,4:17
42,5,18,15,13,16,5:16
42,6,9,16,14,15,6:15
42,7,15,17,1,14,7:14
42,8,10,20,16,13,8:13
42,9,6,11,19,12,9:12
42,10,17,12,8,11,10:11
42,11,9,4,13,10,10:11
42,12,10,15,2,9,9:12
42,13,11,5,1,8,8:13
42,14,4,6,20,7,7:14
42,15,5,12,7,6,6:15
42,16,6,3,8,5,5:16
42,17,10,3,7,4,4:17
42,18,5,4,2,3,3:18
42,19,3,9,1,2,2:19
42,20,2,14,8,1,1:20
43,1,7,19,13,20,1:20
43,2,12,18,20,19,2:19
43,3,17,16,19,18,3:18
43,4,18,11,14,17,4:17
43,5,18,15,13,16,5:16
43,6,9,16,14,15,6:15
43,7,15,17,1,14,7:14
43,8,10,20,16,13,8:13
43,9,6,11,19,12,9:12
43,10,17,12,8,11,10:11
43,11,9,4,13,10,10:11
43,12,10,15,2,9,9:12
43,13,11,5,1,8,8:13
43,14,4,6,20,7,7:14
43,15,5,12,7,6,6:15
43,16,6,3,8,5,5:16
43,17,10,3,7,4,4:17
43,18,5,4,2,3,3:18
43,19,3,9,1,2,2:19
43,20,2,14,8,1,1:20
44,1,7,19,13,20,1:20
44,2,12,18,20,19,2:19
44,3,17,16,19,18,3:18
44,4,18,11,14,17,4:17
44,5,18,15,13,16,5:16
44,6,9,16,14,15,6:15
44,7,15,17,1,14,7:14
44,8,10,20,16,13,8:13
44,9,6,11,19,12,9:12
44,10,17,12,8,11,10:11
44,11,9,4,13,10,10:11
44,12,10,15,2,9,9:12
44,13,11,5,1,8,8:13
44,14,4,6,20,7,7:14
44,15,5,12,7,6,6:15
44,16,6,3,8,5,5:16
44,17,10,3,7,4,4:17
44,18,5,4,2,3,3:18
44,19,3,9,1,2,2:19
44,20,2,14,8,1,1:20
45,1,7,19,13,20,1:20
45,2,12,18,20,19,2:19
45,3,17,16,19,18,3:18
45,4,18,11,14,17,4:17
45,5,18,15,13,16,5:16
45,6,9,16,14,15,6:15
45,7,15,17,1,14,7:14
45,8,10,20,16,13,8:13
45,9,6,11,19,12,9:12
45,10,17,12,8,11,10:11
45,11,9,4,13,10,10:11
45,12,10,15,2,9,9:12
45,13,11,5,1,8,8:13
45,14,4,6,20,7,7:14
45,15,5,12,7,6,6:15
45,16,6,3,8,5,5:16
45,17,10,3,7,4,4:17
45,18,5,4,2,3,3:18
45,19,3,9,1,2,2:19
45,20,2,14,8,1,1:20
46,1,7,19,13,20,1:20
46,2,12,18,20,19,2:19
46,3,17,16,19,18,3:18
46,4,18,11,14,17,4:17
46,5,18,15,13,16,5:16
46,6,9,16,14,15,6:15
46,7,15,17,1,14,7:14
46,8,16,10,20,13,8:13
46,9,6,11,19,12,9:12
46,10,17,12,8,11,10:11
46,11,9,4,13,10,10:11
46,12,10,15,2,9,9:12
46,13,11,5,1,8,8:13
46,14,4,6,20,7,7:14
46,15,5,12,7,6,6:15
46,16,6,3,8,5,5:16
46,17,10,3,7,4,4:17
46,18,5,4,2,3,3:18
46,19,3,9,1,2,2:19
46,20,2,14,8,1,1:20
47,1,7,19,13,20,1:20
47,2,12,18,20,19,2:19
47,3,17,16,19,18,3:18
47,4,18,11,14,17,4:17
47,5,18,15,13,16,5:16
47,6,9,16,14,15,6:15
47,7,15,17,1,14,7:14
47,8,16,10,20,13,8:13
47,9,6,11,19,12,9:12
47,10,17,12,8,11,10:11
47,11,9,4,13,10,10:11
47,12,10,15,2,9,9:12
47,13,11,5,1,8,8:13
47,14,4,6,20,7,7:14
47,15,5,12,7,6,6:15
47,16,6,3,8,5,5:16
47,17,10,3,7,4,4:17
47,18,5,4,2,3,3:18
47,19,3,9,1,2,2:19
47,20,2,14,8,1,1:20
48,1,7,19,13,20,1:20
48,2,12,18,20,19,2:19
48,3,17,16,19,18,3:18
48,4,18,11,14,17,4:17
48,5,18,15,13,16,5:16
48,6,9,16,14,15,6:15
48,7,15,17,1,14,7:14
48,8,16,10,20,13,8:13
48,9,6,11,19,12,9:12
48,10,17,12,8,11,10:11
48,11,9,4,13,10,10:11
48,12,10,15,2,9,9:12
48,13,11,5,1,8,8:13
48,14,4,6,20,7,7:14
48,15,5,12,7,6,6:15
48,16,6,3,8,5,5:16
48,17,10,3,7,4,4:17
48,18,5,4,2,3,3:18
48,19,3,9,1,2,2:19
48,20,2,14,8,1,1:20
49,1,7,19,13,20,1:20
49,2,12,18,20,19,2:19
49,3,17,16,19,18,3:18
49,4,18,11,14,17,4:17
49,5,18,15,13,16,5:16
49,6,9,16,14,15,6:15
49,7,15,17,1,14,7:14
49,8,16,10,20,13,8:13
49,9,6,11,19,12,9:12
49,10,17,12,8,11,10:11
49,11,9,4,13,10,10:11
49,12,10,15,2,9,9:12
49,13,11,5,1,8,8:13
49,14,4,6,20,7,7:14
49,15,5,12,7,6,6:15
49,16,6,3,8,5,5:16
49,17,10,3,7,4,4:17
49,18,5,4,2,3,3:18
49,19,3,9,1,2,2:19
49,20,2,14,8,1,1:20
50,1,7,19,13,20,1:20
50,2,12,18,20,19,2:19
50,3,17,16,19,18,3:18
50,4,18,11,14,17,4:17
50,5,18,15,13,16,5:16
50,6,9,16,14,15,6:15
50,7,15,17,1,14,7:14
50,8,16,10,20,13,8:13
50,9,6,11,19,12,9:12
50,10,17,12,8,11,10:11
50,11,9,4,13,10,10:11
50,12,10,15,2,9,9:12
50,13,11,5,1,8,8:13
50,14,4,6,20,7,7:14
50,15,5,12,7,6,6:15
50,16,6,3,8,5,5:16
50,17,10,3,7,4,4:17
50,18,5,4,2,3,3:18
50,19,3,9,1,2,2:19
50,20,2,14,8,1,1:20
51,1,7,19,13,20,1:20
51,2,12,18,20,19,2:19
51,3,17,16,19,18,3:18
51,4,18,11,14,17,4:17
51,5,18,15,13,16,5:16
51,6,9,16,14,15,6:15
51,7,15,17,1,14,7:14
51,8,16,10,20,13,8:13
51,9,6,11,19,12,9:12
51,10,17,12,8,11,10:11
51,11,9,4,13,10,10:11
51,12,10,15,2,9,9:12
51,13,11,5,1,8,8:13
51,14,4,6,20,7,7:14
51,15,5,12,7,6,6:15
51,16,6,3,8,5,5:16
51,17,10,3,7,4,4:17
51,18,5,4,2,3,3:18
51,19,3,9,1,2,2:19
51,20,2,14,8,1,1:20
52,1,7,19,13,20,1:20
52,2,12,18,20,19,2:19
52,3,17,16,19,18,3:18
52,4,18,11,14,17,4:17
52,5,18,15,13,16,5:16
52,6,9,16,14,15,6:15
52,7,15,17,1,14,7:14
52,8,16,10,20,13,8:13
52,9,6,11,19,12,9:12
52,10,17,12,8,11,10:11
52,11,9,4,13,10,10:11
52,12,10,15,2,9,9:12
52,13,11,5,1,8,8:13
52,14,4,6,20,7,7:14
52,15,5,12,7,6,6:15
52,16,6,3,8,5,5:16
52,17,10,3,7,4,4:17
52,18,5,4,2,3,3:18
52,19,3,9,1,2,2:19
52,20,2,14,8,1,1:20
53,1,7,19,13,20,1:20
53,2,12,18,20,19,2:19
53,3,17,16,19,18,3:18
53,4,18,11,14,17,4:17
53,5,18,15,13,16,5:16
53,6,9,16,14,15,6:15
53,7,15,17,1,14,7:14
53,8,16,10,20,13,8:13
53,9,6,11,19,12,9:12
53,10,17,12,8,11,10:11
53,11,9,4,13,10,10:11
53,12,10,15,2,9,9:12
53,13,11,5,1,8,8:13
53,14,4,6,20,7,7:14
53,15,5,12,7,6,6:15
53,16,6,3,8,5,5:16
53,17,10,3,7,4,4:17
53,18,5,4,2,3,3:18
53,19,3,9,1,2,2:19
53,20,2,14,8,1,1:20
54,1,7,19,13,20,1:20
54,2,12,18,20,19,2:19
54,3,17,16,19,18,3:18
54,4,18,11,14,17,4:17
54,5,18,15,13,16,5:16
54,6,9,16,14,15,6:15
54,7,15,17,1,14,7:14
54,8,16,10,20,13,8:13
54,9,6,11,19,12,9:12
54,10,17,12,8,11,10:11
54,11,9,4,13,10,10:11
54,12,10,15,2,9,9:12
54,13,11,5,1,8,8:13
54,14,4,6,20,7,7:14
54,15,5,12,7,6,6:15
54,16,6,3,8,5,5:16
54,17,10,3,7,4,4:17
54,18,5,4,2,3,3:18
54,19,3,9,1,2,2:19
54,20,2,14,8,1,1:20
55,1,7,19,13,20,1:20
55,2,12,18,20,19,2:19
55,3,17,16,19,18,3:18
55,4,18,11,14,17,4:17
55,5,18,15,13,16,5:16
55,6,9,16,14,15,6:15
55,7,15,17,1,14,7:14
55,8,16,10,20,13,8:13
55,9,6,11,19,12,9:12
55,10,17,12,8,11,10:11
55,11,9,4,13,10,10:11
55,12,10,15,2,9,9:12
55,13,11,5,1,8,8:13
55,14,4,6,20,7,7:14
55,15,5,12,7,6,6:15
55,16,6,3,8,5,5:16
55,17,10,3,7,4,4:17
55,18,5,4,2,3,3:18
55,19,3,9,1,2,2:19
55,20,2,14,8,1,1:20
56,1,7,19,13,20,1:20
56,2,20,12,18,19,2:19
56,3,16,19,17,18,3:18
56,4,14,18,11,17,4:17
56,5,13,18,15,16,5:16
56,6,14,9,16,15,6:15
56,7,15,17,1,14,7:14
56,8,16,10,20,13,8:13
56,9,6,11,19,12,9:12
56,10,8,17,12,11,10:11
56,11,9,4,13,10,10:11
56,12,2,10,15,9,9:12
56,13,1,11,5,8,8:13
56,14,20,4,6,7,7:14
56,15,5,12,7,6,6:15
56,16,6,3,8,5,5:16
56,17,10,3,7,4,4:17
56,18,4,2,5,3,3:18
56,19,3,9,1,2,2:19
56,20,2,14,8,1,1:20
57,1,7,19,13,20,1:20
57,2,12,18,20,19,2:19
57,3,17,16,19,18,3:18
57,4,18,11,14,17,4:17
57,5,18,15,13,16,5:16
57,6,9,16,14,15,6:15
57,7,15,17,1,14,7:14
57,8,16,10,20,13,8:13
57,9,6,11,19,12,9:12
57,10,17,12,8,11,10:11
57,11,9,4,13,10,10:11
57,12,10,15,2,9,9:12
57,13,11,5,1,8,8:13
57,14,4,6,20,7,7:14
57,15,5,12,7,6,6:15
57,16,6,3,8,5,5:16
57,17,10,3,7,4,4:17
57,18,5,4,2,3,3:18
57,19,3,9,1,2,2:19
57,20,2,14,8,1,1:20
58,1,7,19,13,20,1:20
58,2,12,18,20,19,2:19
58,3,17,13,19,18,3:18
58,4,18,11,14,17,4:17
58,5,18,15,13,16,5:16
58,6,9,16,14,15,6:15
58,7,1,15,17,14,7:14
58,8,16,10,20,13,8:13
58,9,6,11,19,12,9:12
58,10,17,12,8,11,10:11
58,11,9,4,13,10,10:11
58,12,10,15,2,9,9:12
58,13,11,5,1,8,8:13
58,14,4,6,20,7,7:14
58,15,5,12,7,6,6:15
58,16,6,3,8,5,5:16
58,17,7,10,3,4,4:17
58,18,5,4,2,3,3:18
58,19,3,9,1,2,2:19
58,20,2,14,8,1,1:20
59,1,10,7,13,20,1:20
59,2,8,16,15,19,2:19
59,3,17,13,12,18,3:18
59,4,10,18,15,17,4:17
59,5,10,19,9,16,5:16
59,6,14,19,17,15,6:15
59,7,15,12,1,14,7:14
59,8,18,20,2,13,8:13
59,9,18,5,14,12,9:12
59,10,4,1,5,11,10:11
59,11,20,17,16,10,10:11
59,12,16,3,7,9,9:12
59,13,1,3,19,8,8:13
59,14,9,6,20,7,7:14
59,15,2,7,4,6,6:15
59,16,2,11,12,5,5:16
59,17,11,6,3,4,4:17
59,18,8,4,9,3,3:18
59,19,5,13,6,2,2:19
59,20,14,11,8,1,1:20
60,1,10,7,13,20,1:20
60,2,8,16,15,19,2:19
60,3,17,13,12,18,3:18
60,4,10,18,15,17,4:17
60,5,10,19,9,16,5:16
60,6,14,19,17,15,6:15
60,7,15,12,1,14,7:14
60,8,18,20,2,13,8:13
60,9,18,5,14,12,9:12
60,10,4,1,5,11,10:11
60,11,20,17,16,10,10:11
60,12,16,3,7,9,9:12
60,13,1,3,19,8,8:13
60,14,9,6,20,7,7:14
60,15,2,7,4,6,6:15
60,16,2,11,12,5,5:16
60,17,11,6,3,4,4:17
60,18,8,4,9,3,3:18
60,19,5,13,6,2,2:19
60,20,14,11,8,1,1:20
61,1,7,19,13,20,1:20
61,2,12,18,20,19,2:19
61,3,17,16,19,18,3:18
61,4,18,11,14,17,4:17
61,5,18,15,13,16,5:16
61,6,9,16,14,15,6:15
61,7,15,17,1,14,7:14
61,8,16,10,20,13,8:13
61,9,6,11,19,12,9:12
61,10,17,12,8,11,10:11
61,11,9,4,13,10,10:11
61,12,10,15,2,9,9:12
61,13,11,5,1,8,8:13
61,14,4,6,20,7,7:14
61,15,5,12,7,6,6:15
61,16,6,3,8,5,5:16
61,17,10,3,7,4,4:17
61,18,5,4,2,3,3:18
61,19,3,9,1,2,2:19
61,20,2,14,8,1,1:20
62,1,7,19,13,20,1:20
62,2,12,18,20,19,2:19
62,3,17,16,19,18,3:18
62,4,18,11,14,17,4:17
62,5,18,15,13,16,5:16
62,6,9,16,14,15,6:15
62,7,15,17,1,14,7:14
62,8,16,10,20,13,8:13
62,9,6,11,19,12,9:12
62,10,17,12,8,11,10:11
62,11,9,4,13,10,10:11
62,12,10,15,2,9,9:12
62,13,11,5,1,8,8:13
62,14,4,6,20,7,7:14
62,15,5,12,7,6,6:15
62,16,6,3,8,5,5:16
62,17,10,3,7,4,4:17
62,18,5,4,2,3,3:18
62,19,3,9,1,2,2:19
62,20,2,14,8,1,1:20
63,1,7,19,13,20,1:20
63,2,12,18,20,19,2:19
63,3,17,16,19,18,3:18
63,4,18,11,14,17,4:17
63,5,18,15,13,16,5:16
63,6,9,16,14,15,6:15
63,7,15,17,1,14,7:14
63,8,16,10,20,13,8:13
63,9,6,11,19,12,9:12
63,10,17,12,8,11,10:11
63,11,9,4,13,10,10:11
63,12,10,15,2,9,9:12
63,13,11,5,1,8,8:13
63,14,4,6,20,7,7:14
63,15,5,12,7,6,6:15
63,16,6,3,8,5,5:16
63,17,10,3,7,4,4:17
63,18,5,4,2,3,3:18
63,19,3,9,1,2,2:19
63,20,2,14,8,1,1:20
64,1,7,19,13,20,1:20
64,2,12,18,20,19,2:19
64,3,17,16,19,18,3:18
64,4,18,11,14,17,4:17
64,5,18,15,13,16,5:16
64,6,9,16,14,15,6:15
64,7,15,17,1,14,7:14
64,8,16,10,20,13,8:13
64,9,6,11,19,12,9:12
64,10,17,12,8,11,10:11
64,11,9,4,13,10,10:11
64,12,10,15,2,9,9:12
64,13,11,5,1,8,8:13
64,14,4,6,20,7,7:14
64,15,5,12,7,6,6:15
64,16,6,3,8,5,5:16
64,17,10,3,7,4,4:17
64,18,5,4,2,3,3:18
64,19,3,9,1,2,2:19
64,20,2,14,8,1,1:20
65,1,7,19,13,20,1:20
65,2,12,18,20,19,2:19
65,3,17,16,19,18,3:18
65,4,18,11,14,17,4:17
65,5,18,15,13,16,5:16
65,6,9,16,14,15,6:15
65,7,15,17,1,14,7:14
65,8,16,10,20,13,8:13
65,9,6,11,19,12,9:12
65,10,17,12,8,11,10:11
65,11,9,4,13,10,10:11
65,12,10,15,2,9,9:12
65,13,11,5,1,8,8:13
65,14,4,6,20,7,7:14
65,15,5,12,7,6,6:15
65,16,6,3,8,5,5:16
65,17,10,3,7,4,4:17
65,18,5,4,2,3,3:18
65,19,3,9,1,2,2:19
65,20,2,14,8,1,1:20
66,1,7,19,13,20,1:20
66,2,12,18,20,19,2:19
66,3,17,16,19,18,3:18
66,4,18,11,14,17,4:17
66,5,18,15,13,16,5:16
66,6,9,16,14,15,6:15
66,7,15,17,1,14,7:14
66,8,16,10,20,13,8:13
66,9,6,11,19,12,9:12
66,10,17,12,8,11,10:11
66,11,9,4,13,10,10:11
66,12,10,15,2,9,9:12
66,13,11,5,1,8,8:13
66,14,4,6,20,7,7:14
66,15,5,12,7,6,6:15
66,16,6,3,8,5,5:16
66,17,10,3,7,4,4:17
66,18,5,4,2,3,3:18
66,19,3,9,1,2,2:19
66,20,2,14,8,1,1:20
67,1,7,19,13,20,1:20
67,2,12,18,20,19,2:19
67,3,17,16,19,18,3:18
67,4,18,11,14,17,4:17
67,5,18,15,13,16,5:16
67,6,9,16,14,15,6:15
67,7,15,17,1,14,7:14
67,8,16,10,20,13,8:13
67,9,6,11,19,12,9:12
67,10,17,12,8,11,10:11
67,11,9,4,13,10,10:11
67,12,10,15,2,9,9:12
67,13,11,5,1,8,8:13
67,14,4,6,20,7,7:14
67,15,5,12,7,6,6:15
67,16,6,3,8,5,5:16
67,17,10,3,7,4,4:17
67,18,5,4,2,3,3:18
67,19,3,9,1,2,2:19
67,20,2,14,8,1,1:20
68,1,7,19,13,20,1:20
68,2,12,18,20,19,2:19
68,3,17,16,19,18,3:18
68,4,18,11,14,17,4:17
68,5,18,15,13,16,5:16
68,6,9,16,14,15,6:15
68,7,15,17,1,14,7:14
68,8,16,10,20,13,8:13
68,9,6,11,19,12,9:12
68,10,17,12,8,11,10:11
68,11,9,4,13,10,10:11
68,12,10,15,2,9,9:12
68,13,11,5,1,8,8:13
68,14,4,6,20,7,7:14
68,15,5,12,7,6,6:15
68,16,6,3,8,5,5:16
68,17,10,3,7,4,4:17
68,18,5,4,2,3,3:18
68,19,3,9,1,2,2:19
68,20,2,14,8,1,1:20
69,1,7,19,13,20,1:20
69,2,12,18,20,19,2:19
69,3,17,16,19,18,3:18
69,4,18,11,14,17,4:17
69,5,18,15,13,16,5:16
69,6,9,16,14,15,6:15
69,7,15,17,1,14,7:14
69,8,16,10,20,13,8:13
69,9,6,11,19,12,9:12
69,10,17,12,8,11,10:11
69,11,9,4,13,10,10:11
69,12,10,15,2,9,9:12
69,13,11,5,1,8,8:13
69,14,4,6,20,7,7:14
69,15,5,12,7,6,6:15
69,16,6,3,8,5,5:16
69,17,10,3,7,4,4:17
69,18,5,4,2,3,3:18
69,19,3,9,1,2,2:19
69,20,2,14,8,1,1:20
70,1,7,19,13,20,1:20
70,2,12,18,20,19,2:19
70,3,17,16,19,18,3:18
70,4,18,11,14,17,4:17
70,5,18,15,13,16,5:16
70,6,9,16,14,15,6:15
70,7,15,17,1,14,7:14
70,8,16,10,20,13,8:13
70,9,6,11,19,12,9:12
70,10,17,12,8,11,10:11
70,11,9,4,13,10,10:11
70,12,10,15,2,9,9:12
70,13,11,5,1,8,8:13
70,14,4,6,20,7,7:14
70,15,5,12,7,6,6:15
70,16,6,3,8,5,5:16
70,17,10,3,7,4,4:17
70,18,5,4,2,3,3:18
70,19,3,9,1,2,2:19
70,20,2,14,8,1,1:20
71,1,7,19,13,20,1:20
71,2,12,18,20,19,2:19
71,3,17,16,19,18,3:18
71,4,18,11,14,17,4:17
71,5,18,15,13,16,5:16
71,6,9,16,14,15,6:15
71,7,15,17,1,14,7:14
71,8,16,10,20,13,8:13
71,9,6,11,19,12,9:12
71,10,17,12,8,11,10:11
71,11,9,4,13,10,10:11
71,12,10,15,2,9,9:12
71,13,11,5,1,8,8:13
71,14,4,6,20,7,7:14
71,15,5,12,7,6,6:15
71,16,6,3,8,5,5:16
71,17,10,3,7,4,4:17
71,18,5,4,2,3,3:18
71,19,3,9,1,2,2:19
71,20,2,14,8,1,1:20
72,1,7,19,13,20,1:20
72,2,12,18,20,19,2:19
72,3,17,16,19,18,3:18
72,4,18,11,14,17,4:17
72,5,18,15,13,16,5:16
72,6,9,16,14,15,6:15
72,7,15,17,1,14,7:14
72,8,16,10,20,13,8:13
72,9,6,11,19,12,9:12
72,10,17,12,8,11,10:11
72,11,9,4,13,10,10:11
72,12,10,15,2,9,9:12
72,13,11,5,1,8,8:13
72,14,4,6,20,7,7:14
72,15,5,12,7,6,6:15
72,16,6,3,8,5,5:16
72,17,10,3,7,4,4:17
72,18,5,4,2,3,3:18
72,19,3,9,1,2,2:19
72,20,2,14,8,1,1:20
73,1,7,19,13,20,1:20
73,2,12,18,20,19,2:19
73,3,17,16,19,18,3:18
73,4,18,11,14,17,4:17
73,5,18,15,13,16,5:16
73,6,9,16,14,15,6:15
73,7,15,17,1,14,7:14
73,8,16,10,20,13,8:13
73,9,6,11,19,12,9:12
73,10,17,12,8,11,10:11
73,11,9,4,13,10,10:11
73,12,10,15,2,9,9:12
73,13,11,5,1,8,8:13
73,14,4,6,20,7,7:14
73,15,5,12,7,6,6:15
73,16,6,3,8,5,5:16
73,17,10,3,7,4,4:17
73,18,5,4,2,3,3:18
73,19,3,9,1,2,2:19
73,20,2,14,8,1,1:20
74,1,7,19,13,20,1:20
74,2,12,18,20,19,2:19
74,3,17,16,19,18,3:18
74,4,18,11,14,17,4:17
74,5,18,15,13,16,5:16
74,6,9,16,14,15,6:15
74,7,15,17,1,14,7:14
74,8,16,10,20,13,8:13
74,9,6,11,19,12,9:12
74,10,17,12,8,11,10:11
74,11,9,4,13,10,10:11
74,12,10,15,2,9,9:12
74,13,11,5,1,8,8:13
74,14,4,6,20,7,7:14
74,15,5,12,7,6,6:15
74,16,6,3,8,5,5:16
74,17,10,3,7,4,4:17
74,18,5,4,2,3,3:18
74,19,3,9,1,2,2:19
74,20,2,14,8,1,1:20
75,1,7,19,13,20,1:20
75,2,12,18,20,19,2:19
75,3,17,16,19,18,3:18
75,4,18,11,14,17,4:17
75,5,18,15,13,16,5:16
75,6,9,16,14,15,6:15
75,7,15,17,1,14,7:14
75,8,16,10,20,13,8:13
75,9,6,11,19,12,9:12
75,10,17,12,8,11,10:11
75,11,9,4,13,10,10:11
75,12,10,15,2,9,9:12
75,13,11,5,1,8,8:13
75,14,4,6,20,7,7:14
75,15,5,12,7,6,6:15
75,16,6,3,8,5,5:16
75,17,10,3,7,4,4:17
75,18,5,4,2,3,3:18
75,19,3,9,1,2,2:19
75,20,2,14,8,1,1:20
76,1,7,19,13,20,1:20
76,2,12,18,20,19,2:19
76,3,17,16,19,18,3:18
76,4,18,11,14,17,4:17
76,5,18,15,13,16,5:16
76,6,9,16,14,15,6:15
76,7,15,17,1,14,7:14
76,8,16,10,20,13,8:13
76,9,6,11,19,12,9:12
76,10,17,12,8,11,10:11
76,11,9,4,13,10,10:11
76,12,10,15,2,9,9:12
76,13,11,5,1,8,8:13
76,14,4,6,20,7,7:14
76,15,5,12,7,6,6:15
76,16,6,3,8,5,5:16
76,17,10,3,7,4,4:17
76,18,5,4,2,3,3:18
76,19,3,9,1,2,2:19
76,20,2,14,8,1,1:20
77,1,7,19,13,20,1:20
77,2,12,18,20,19,2:19
77,3,17,16,19,18,3:18
77,4,18,11,14,17,4:17
77,5,18,15,13,16,5:16
77,6,9,16,14,15,6:15
77,7,15,17,1,14,7:14
77,8,16,10,20,13,8:13
77,9,6,11,19,12,9:12
77,10,17,12,8,11,10:11
77,11,9,4,13,10,10:11
77,12,10,15,2,9,9:12
77,13,11,5,1,8,8:13
77,14,4,6,20,7,7:14
77,15,5,12,7,6,6:15
77,16,6,3,8,5,5:16
77,17,10,3,7,4,4:17
77,18,5,4,2,3,3:18
77,19,3,9,1,2,2:19
77,20,2,14,8,1,1:20
78,1,7,19,13,20,1:20
78,2,12,18,20,19,2:19
78,3,17,16,19,18,3:18
78,4,18,11,14,17,4:17
78,5,18,15,13,16,5:16
78,6,9,16,14,15,6:15
78,7,15,17,1,14,7:14
78,8,16,10,20,13,8:13
78,9,6,11,19,12,9:12
78,10,17,12,8,11,10:11
78,11,9,4,13,10,10:11
78,12,10,15,2,9,9:12
78,13,11,5,1,8,8:13
78,14,4,6,20,7,7:14
78,15,5,12,7,6,6:15
78,16,6,3,8,5,5:16
78,17,10,3,7,4,4:17
78,18,5,4,2,3,3:18
78,19,3,9,1,2,2:19
78,20,2,14,8,1,1:20